Mod:Item:MetaData, Localized Name
bleach_kd:squad_stealth_block, Stealth Squad
bleach_kd:hollowmask, Hollow Mask
bleach_kd:mask_ichigo_full, Full Ichigo Hollow Mask
bleach_kd:batmask, Bat Hollow Mask
bleach_kd:spidermask, Spider Hollow Mask
bleach_kd:blazemask, Blaze Hollow Mask
bleach_kd:snakemask, Snake Hollow Mask
bleach_kd:golemmask, Golem Hollow Mask
bleach_kd:waspmask, Wasp Hollow Mask
bleach_kd:stalkermask, Stalker Hollow Mask
bleach_kd:wolfmask, Wolf Hollow Mask
bleach_kd:mask_scorpion, Scorpion Hollow Mask
bleach_kd:mask_monkey, Monkey Hollow Mask
bleach_kd:mask_mantis, Mantis Hollow Mask
bleach_kd:mask_pterodactyl, Pterodactyl Hollow Mask
bleach_kd:mask_lizard, Lizard Hollow Mask
bleach_kd:mask_honeybadger, Honey Badger Hollow Mask
bleach_kd:fishermask, Grand Fisher Mask
bleach_kd:mask_bird, Bird Hollow Mask
bleach_kd:mask_worm, Worm Hollow Mask
bleach_kd:shinirobe, Shihakusho Top
bleach_kd:shinipants, Shihakusho Bottom
bleach_kd:sandals, Sandals
bleach_kd:shinicaptain, Captain's Cloak
bleach_kd:quincytop, Quincy Tunic
bleach_kd:quincyslacks, Quincy Slacks
bleach_kd:quincyshoes, Quincy Shoes
bleach_kd:quincyleztzstil, Quincy Leztz Stil
bleach_kd:quincytop2, Quincy Tunic
bleach_kd:quincyslacks2, Quincy Slacks
bleach_kd:quincyshoes2, Quincy Shoes
bleach_kd:arrancar_top, Arrancar Top
bleach_kd:arrancar_pants, Arrancar Pants
bleach_kd:arrancar_shoes, Arrancar Shoes
bleach_kd:macademy_top, Male Academy Top
bleach_kd:macademy_bottom, Male Academy Bottom
bleach_kd:facademy_top, Female Academy Top
bleach_kd:facademy_bottom, Female Academy Bottom
bleach_kd:mschool_top, Male School Top
bleach_kd:mschool_bottom, Male School Bottom
bleach_kd:fschool_top, Female School Top
bleach_kd:fschool_bottom, Female School Bottom
bleach_kd:school_shoes, item.school_shoes.name
bleach_kd:soulchain, Soul Chain
bleach_kd:ashido_armour, Ashido's Cloak
bonsaitrees:bonsaipot:0, Bonsai Pot
bonsaitrees:bonsaipot:1, Hopping Bonsai Pot
mocreatures:kittybed_white, White Kitty Bed
mocreatures:kittybed_orange, Orange Kitty Bed
mocreatures:kittybed_magenta, Magenta Kitty Bed
mocreatures:kittybed_light_blue, item.kittybed_light_blue.name
mocreatures:kittybed_yellow, Yellow Kitty Bed
mocreatures:kittybed_lime, Lime Kitty Bed
mocreatures:kittybed_pink, Pink Kitty Bed
mocreatures:kittybed_gray, Gray Kitty Bed
mocreatures:kittybed_silver, Silver Kitty Bed
mocreatures:kittybed_cyan, Cyan Kitty Bed
mocreatures:kittybed_purple, Purple Kitty Bed
mocreatures:kittybed_blue, Blue Kitty Bed
mocreatures:kittybed_brown, Brown Kitty Bed
mocreatures:kittybed_green, Green Kitty Bed
mocreatures:kittybed_red, Red Kitty Bed
mocreatures:kittybed_black, Black Kitty Bed
mocreatures:horsesaddle, Crafted Saddle
mocreatures:sharkteeth, Shark Teeth
mocreatures:haystack, Hay Stack
mocreatures:sugarlump, Sugar Lump
mocreatures:mocegg:0, Blue Fish Egg
mocreatures:mocegg:1, Regal Blue Fish Egg
mocreatures:mocegg:2, Orange White Stripe Fish Egg
mocreatures:mocegg:3, Light Blue Fish Egg
mocreatures:mocegg:4, Green Yellow Fish Egg
mocreatures:mocegg:5, Green Fish Egg
mocreatures:mocegg:6, Purple Fish Egg
mocreatures:mocegg:7, Yellow Fish Egg
mocreatures:mocegg:8, Orange Blue Stripe Fish Egg
mocreatures:mocegg:9, Black White Fish Egg
mocreatures:mocegg:80, Anchovy Egg
mocreatures:mocegg:81, Angelfish Egg
mocreatures:mocegg:82, Angler Egg
mocreatures:mocegg:83, Clownfish Egg
mocreatures:mocegg:84, Goldfish Egg
mocreatures:mocegg:85, Hippotang Egg
mocreatures:mocegg:86, Manderin Egg
mocreatures:mocegg:70, Salmon Egg
mocreatures:mocegg:71, Cod Egg
mocreatures:mocegg:72, Bass Egg
mocreatures:mocegg:90, Piranha Egg
mocreatures:mocegg:11, Shark Egg
mocreatures:mocegg:21, Dark Snake Egg
mocreatures:mocegg:22, Spotted Snake Egg
mocreatures:mocegg:23, Orange Snake Egg
mocreatures:mocegg:24, Green Snake Egg
mocreatures:mocegg:25, Coral Snake Egg
mocreatures:mocegg:26, Cobra Snake Egg
mocreatures:mocegg:27, Rattle Snake Egg
mocreatures:mocegg:30, Ostrich Egg
mocreatures:mocegg:31, Ostrich Egg
mocreatures:mocegg:33, Komodo Egg
mocreatures:mocegg:41, Dirt Scorpion Egg
mocreatures:mocegg:42, Cave Scorpion Egg
mocreatures:mocegg:43, Nether Scorpion Egg
mocreatures:mocegg:44, Frost Scorpion Egg
mocreatures:mocegg:45, Undead Scorpion Egg
mocreatures:mocegg:50, Jungle Wyvern Egg
mocreatures:mocegg:51, Swamp Wyvern Egg
mocreatures:mocegg:52, Savanna Wyvern Egg
mocreatures:mocegg:53, Sand Wyvern Egg
mocreatures:mocegg:54, Mother Wyvern Egg
mocreatures:mocegg:55, Undead Wyvern Egg
mocreatures:mocegg:56, Light Wyvern Egg
mocreatures:mocegg:57, Dark Wyvern Egg
mocreatures:mocegg:58, Arctic Wyvern Egg
mocreatures:mocegg:59, Cave Wyvern Egg
mocreatures:mocegg:60, Mountain Wyvern Egg
mocreatures:mocegg:61, Sea Wyvern Egg
mocreatures:mocegg:62, Fire Manticore Egg
mocreatures:mocegg:63, Dark Manticore Egg
mocreatures:mocegg:64, Snow Manticore Egg
mocreatures:bigcatclaw, BigCat Claw
mocreatures:whip, Whip
mocreatures:medallion, Medallion
mocreatures:kittylitter, Litter Box
mocreatures:woolball, Wool Ball
mocreatures:petfood, Pet Food
mocreatures:reptilehide, Reptile Hide
mocreatures:reptileplate, Reptile Plate
mocreatures:reptilehelmet, Reptile Helmet
mocreatures:reptilelegs, Reptile Legs
mocreatures:reptileboots, Reptile Boots
mocreatures:fur, Fur
mocreatures:omelet, Omelet
mocreatures:turtleraw, Raw Turtle
mocreatures:turtlesoup, Turtle Soup
mocreatures:staffportal, Wyvern Portal Staff
mocreatures:staffteleport, Staff Teleport
mocreatures:builderhammer, Builder Hammer
mocreatures:nunchaku, Nunchaku
mocreatures:sai, Sai
mocreatures:bo, Bo
mocreatures:katana, Katana
mocreatures:sharksword, Shark Sword
mocreatures:silversword, Silver Sword
mocreatures:essencedarkness, Essence of Darkness
mocreatures:essencefire, Essence of Fire
mocreatures:essenceundead, Essence of Undead
mocreatures:essencelight, Essence of Light
mocreatures:amuletbone:0, Bone Amulet
mocreatures:amuletbonefull:0, Bone Amulet
mocreatures:amuletghost:0, Ghost Amulet
mocreatures:amuletghostfull:0, Ghost Amulet
mocreatures:amuletfairy:0, Fairy Amulet
mocreatures:amuletfairyfull:0, Fairy Amulet
mocreatures:amuletpegasus:0, Sky Amulet
mocreatures:amuletpegasusfull:0, Sky Amulet
mocreatures:fishnet:0, Fish Net
mocreatures:fishnetfull:0, Fish Net
mocreatures:petamulet:0, Pet Amulet
mocreatures:petamuletfull:0, Pet Amulet
mocreatures:furchest, Fur Chest
mocreatures:furhelmet, Fur Helmet
mocreatures:furlegs, Fur Legs
mocreatures:furboots, Fur Boots
mocreatures:heartdarkness, Heart of Darkness
mocreatures:heartfire, Heart of Fire
mocreatures:heartundead, Heart of Undead
mocreatures:ostrichraw, Raw Ostrich
mocreatures:ostrichcooked, Cooked Ostrich
mocreatures:unicornhorn, Unicorn Horn
mocreatures:horsearmorcrystal, Crystal Mount Armor
mocreatures:recordshuffle, Zebra Record
mocreatures:hide, Hide
mocreatures:turkeyraw, Raw Turkey
mocreatures:turkeycooked, Cooked Turkey
mocreatures:hidechest, Hide Chest
mocreatures:hidehelmet, Hide Helmet
mocreatures:hidelegs, Hide Legs
mocreatures:hideboots, Hide Boots
mocreatures:ratraw, Raw Rat
mocreatures:ratcooked, Cooked Rat
mocreatures:ratburger, Rat Burger
mocreatures:chitinblack, Chitin Black
mocreatures:chitinfrost, Chitin Frost
mocreatures:chitinnether, Chitin Nether
mocreatures:chitin, Chitin
mocreatures:scorpsworddirt, Dirt Scorpion Sword
mocreatures:scorpswordfrost, Frost Scorpion Sword
mocreatures:scorpswordcave, Cave Scorpion Sword
mocreatures:scorpswordnether, Nether Scorpion Sword
mocreatures:scorpplatedirt, Dirt Scorpion Plate Chest
mocreatures:scorphelmetdirt, Dirt Scorpion Helmet
mocreatures:scorplegsdirt, Dirt Scorpion Legs
mocreatures:scorpbootsdirt, Dirt Scorpion Boots
mocreatures:scorpplatefrost, Frost Scorpion Plate Chest
mocreatures:scorphelmetfrost, Frost Scorpion Helmet
mocreatures:scorplegsfrost, Frost Scorpion Legs
mocreatures:scorpbootsfrost, Frost Scorpion Boots
mocreatures:scorpplatenether, Nether Scorpion Plate Chest
mocreatures:scorphelmetnether, Nether Scorpion Helmet
mocreatures:scorplegsnether, Nether Scorpion Legs
mocreatures:scorpbootsnether, Nether Scorpion Boots
mocreatures:scorphelmetcave, Cave Scorpion Helmet
mocreatures:scorpplatecave, Cave Scorpion Plate Chest
mocreatures:scorplegscave, Cave Scorpion Legs
mocreatures:scorpbootscave, Cave Scorpion Boots
mocreatures:scorpstingdirt, Dirt Scorpion Sting
mocreatures:scorpstingfrost, Frost Scorpion Sting
mocreatures:scorpstingcave, Cave Scorpion Sting
mocreatures:scorpstingnether, Nether Scorpion Sting
mocreatures:tuskswood, Wood Tusks
mocreatures:tusksiron, Iron Tusks
mocreatures:tusksdiamond, Diamond Tusks
mocreatures:elephantchest, Elephant Chest
mocreatures:elephantgarment, Elephant Garment
mocreatures:elephantharness, Elephant Harness
mocreatures:elephanthowdah, Elephant Howdah
mocreatures:mammothplatform, Mammoth Platform
mocreatures:scrolloffreedom, Scroll of Freedom
mocreatures:scrollofsale, Scroll of Sale
mocreatures:scrollofowner, Scroll of Reset Owner
mocreatures:crabraw, Raw Crab
mocreatures:crabcooked, Cooked Crab
mocreatures:mocstone:0, WyvernLair Stone
mocreatures:mocstone:1, OgreLair Stone
mocreatures:mocgrass:0, WyvernLair Grass
mocreatures:mocgrass:1, OgreLair Grass
mocreatures:mocdirt:0, WyvernLair Dirt
mocreatures:mocdirt:1, OgreLair Dirt
mocreatures:mocleaves:0, WyvernLair Leaves
mocreatures:mocleaves:1, OgreLair Leaves
mocreatures:moclog:0, WyvernLair Log
mocreatures:moclog:1, OgreLair Log
mocreatures:moctallgrass:0, WyvernLair Tall Grass
mocreatures:moctallgrass:1, OgreLair Tall Grass
mocreatures:mocwoodplank:0, WyvernLair Wood Plank
mocreatures:mocwoodplank:1, OgreLair Wood Plank
dynamictrees:dendropotion:0, Biochar Base Potion
dynamictrees:dendropotion:1, Potion of Depletion
dynamictrees:dendropotion:2, Potion of Gigas
dynamictrees:dendropotion:3, Potion of Burgeoning
dynamictrees:dendropotion:4, Potion of Fertility
dynamictrees:dendropotion:5, Potion of Persistance
dynamictrees:dendropotion:6, Potion of Transformation
dynamictrees:dirtbucket, Dirt Bucket
dynamictrees:staff, Woodland Staff
dynamictrees:appleseed, Apple Pip
dynamictrees:oakbranch, Oak Tree
dynamictrees:oakbranchx, tile.dynamictrees:oakbranchx.name
dynamictrees:oakseed, Oak Acorn
dynamictrees:sprucebranch, Spruce Tree
dynamictrees:sprucebranchx, tile.dynamictrees:sprucebranchx.name
dynamictrees:spruceseed, Spruce Cone
dynamictrees:birchbranch, Birch Tree
dynamictrees:birchseed, Birch Catkin
dynamictrees:junglebranch, Jungle Tree
dynamictrees:junglebranchx, tile.dynamictrees:junglebranchx.name
dynamictrees:jungleseed, Jungle Pod
dynamictrees:acaciabranch, Acacia Tree
dynamictrees:acaciaseed, Acacia Seed
dynamictrees:darkoakbranch, Dark Oak Tree
dynamictrees:darkoakbranchx, tile.dynamictrees:darkoakbranchx.name
dynamictrees:darkoakseed, Dark Oak Acorn
dynamictrees:cactusbranch, Cactus
dynamictrees:cactusseed, Cactus Seed
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
tconstruct:book, Materials and You
tconstruct:soil:0, Grout
tconstruct:soil:1, Green Slimy Mud
tconstruct:soil:2, Blue Slimy Mud
tconstruct:soil:3, Graveyard Soil
tconstruct:soil:4, Consecrated Soil
tconstruct:soil:5, Slimy Magma Mud
tconstruct:slime:1, Slime Block
tconstruct:slime:2, Slime Block
tconstruct:slime:3, Blood Slime Block
tconstruct:slime:4, Slime Block
tconstruct:slime_congealed:0, Congealed Slime Block
tconstruct:slime_congealed:1, Congealed Slime Block
tconstruct:slime_congealed:2, Congealed Slime Block
tconstruct:slime_congealed:3, Congealed Bloodblock
tconstruct:slime_congealed:4, Congealed Slime Block
tconstruct:ore:0, Cobalt Ore
tconstruct:ore:1, Ardite Ore
tconstruct:firewood:0, Lavawood
tconstruct:firewood:1, Firewood
tconstruct:deco_ground:0, Mud Bricks
tconstruct:clear_glass:0, Clear Glass
tconstruct:clear_stained_glass:0, Clear White Stained Glass
tconstruct:clear_stained_glass:1, Clear Orange Stained Glass
tconstruct:clear_stained_glass:2, Clear Magenta Stained Glass
tconstruct:clear_stained_glass:3, Clear Light Blue Stained Glass
tconstruct:clear_stained_glass:4, Clear Yellow Stained Glass
tconstruct:clear_stained_glass:5, Clear Light Green Stained Glass
tconstruct:clear_stained_glass:6, Clear Pink Stained Glass
tconstruct:clear_stained_glass:7, Clear Gray Stained Glass
tconstruct:clear_stained_glass:8, Clear Light Gray Stained Glass
tconstruct:clear_stained_glass:9, Clear Cyan Stained Glass
tconstruct:clear_stained_glass:10, Clear Purple Stained Glass
tconstruct:clear_stained_glass:11, Clear Blue Stained Glass
tconstruct:clear_stained_glass:12, Clear Brown Stained Glass
tconstruct:clear_stained_glass:13, Clear Green Stained Glass
tconstruct:clear_stained_glass:14, Clear Red Stained Glass
tconstruct:clear_stained_glass:15, Clear Black Stained Glass
tconstruct:deco_ground_slab:0, Mud Bricks Slab
tconstruct:firewood_slab:0, Lavawood Slab
tconstruct:firewood_slab:1, Firewood Slab
tconstruct:mudbrick_stairs:0, Mud Bricks Stairs
tconstruct:firewood_stairs:0, Firewood Stairs
tconstruct:lavawood_stairs:0, Lavawood Stairs
tconstruct:nuggets:0, Cobalt Nugget
tconstruct:nuggets:1, Ardite Nugget
tconstruct:nuggets:2, Manyullyn Nugget
tconstruct:nuggets:3, Knightslime Nugget
tconstruct:nuggets:4, Pigiron Nugget
tconstruct:ingots:0, Cobalt Ingot
tconstruct:ingots:1, Ardite Ingot
tconstruct:ingots:2, Manyullyn Ingot
tconstruct:ingots:3, Knightslime Ingot
tconstruct:ingots:4, Pigiron Ingot
tconstruct:materials:0, Seared Brick
tconstruct:materials:1, Mud Brick
tconstruct:materials:2, Dried Brick
tconstruct:materials:9, Green Slime Crystal
tconstruct:materials:10, Blue Slime Crystal
tconstruct:materials:11, Magma Slime Crystal
tconstruct:materials:12, Expander (Horizontal)
tconstruct:materials:13, Expander (Vertical)
tconstruct:materials:14, Reinforcement
tconstruct:materials:15, Silky Cloth
tconstruct:materials:16, Silky Jewel
tconstruct:materials:17, Necrotic Bone
tconstruct:materials:18, Ball of Moss
tconstruct:materials:19, Mending Moss
tconstruct:materials:50, Creative Modifier
tconstruct:edible:0, Bacon
tconstruct:edible:1, Slimeball
tconstruct:edible:2, Slimeball
tconstruct:edible:3, Coagulated Blood
tconstruct:edible:4, Slimeball
tconstruct:edible:5, Slimeball
tconstruct:edible:10, Monster Jerky
tconstruct:edible:11, Beef Jerky
tconstruct:edible:12, Chicken Jerky
tconstruct:edible:13, Bacon Jerky
tconstruct:edible:14, Mutton Jerky
tconstruct:edible:15, Rabbit Jerky
tconstruct:edible:20, Fish Jerky
tconstruct:edible:21, Salmon Jerky
tconstruct:edible:22, Clownfish Jerky
tconstruct:edible:23, Fugu Jerky
tconstruct:edible:30, Gelatinous Slime Drop
tconstruct:edible:31, Gelatinous Slime Drop
tconstruct:edible:32, Gelatinous Slime Drop
tconstruct:edible:33, Coagulated Blood Drop
tconstruct:edible:34, Gelatinous Slime Drop
tconstruct:metal:0, Block of Cobalt
tconstruct:metal:1, Block of Ardite
tconstruct:metal:2, Block of Manyullyn
tconstruct:metal:3, Block of Knightslime
tconstruct:metal:4, Block of Pigiron
tconstruct:metal:6, Silky Block of Jewel
tconstruct:slime_dirt:0, Green Slimy Dirt
tconstruct:slime_dirt:1, Blue Slimy Dirt
tconstruct:slime_dirt:2, Purple Slimy Dirt
tconstruct:slime_dirt:3, Magma Slimy Dirt
tconstruct:slime_grass:0, Slimy Grass
tconstruct:slime_grass:1, Green Slimy Grass
tconstruct:slime_grass:2, Blue Slimy Grass
tconstruct:slime_grass:3, Purple Slimy Grass
tconstruct:slime_grass:4, Magma Slimy Grass
tconstruct:slime_grass:5, Slimy Grass
tconstruct:slime_grass:6, Green Slimy Grass
tconstruct:slime_grass:7, Blue Slimy Grass
tconstruct:slime_grass:8, Purple Slimy Grass
tconstruct:slime_grass:9, Magma Slimy Grass
tconstruct:slime_grass:10, Slimy Grass
tconstruct:slime_grass:11, Green Slimy Grass
tconstruct:slime_grass:12, Blue Slimy Grass
tconstruct:slime_grass:13, Purple Slimy Grass
tconstruct:slime_grass:14, Magma Slimy Grass
tconstruct:slime_leaves:0, Slimy Leaves
tconstruct:slime_leaves:1, Slimy Leaves
tconstruct:slime_leaves:2, Slimy Leaves
tconstruct:slime_grass_tall:0, Tall Slimy Grass
tconstruct:slime_grass_tall:4, Tall Slimy Grass
tconstruct:slime_grass_tall:8, Tall Slimy Grass
tconstruct:slime_grass_tall:1, Slimy Fern
tconstruct:slime_grass_tall:5, Slimy Fern
tconstruct:slime_grass_tall:9, Slimy Fern
tconstruct:slime_sapling:0, Blue Slime Sapling
tconstruct:slime_sapling:1, Purple Slime Sapling
tconstruct:slime_sapling:2, Magma Slime Sapling
tconstruct:slime_vine_blue_end:0, Blue Slimy Vine
tconstruct:slime_vine_blue_mid:0, Blue Slimy Vine
tconstruct:slime_vine_blue:0, Blue Slimy Vine
tconstruct:slime_vine_purple_end:0, Purple Slimy Vine
tconstruct:slime_vine_purple_mid:0, Purple Slimy Vine
tconstruct:slime_vine_purple:0, Purple Slimy Vine
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Tool Rod Pattern
